reviewerID,asin,predictRating,T_v,overall,reviewText,filteredReviewText,overall_new
A1LONDA25144EX,B000V64KJK,-1,1,5,I thought this was my comments  but this thing requires a certain amount of words to give feedback. Stupid!!! what do you think?,but this thing requires a certain amount of words to give feedback . Stupid ! ! !,4.000000
A30Z49JHQ2SOBL,B00122X5VG,-1,1,5,"i love the song!! so sorry about not giving a long description about the song but I believe if you are going to purchase a song either you will know the song already or you will listen to it previously to purchasing it! but amazon requires a certain amount of words to describe the product in order for it to come off your ""review purchases""","i love the song ! ! so sorry about not giving a long description about the song but amazon requires a certain amount of words to describe the product in order for it to come off your "" review purchases """,5.000000
A235SL9JU3D5EK,B00122MSXW,-1,1,5,Meh,Meh,5.000000
A3QLVPX1P2ZYNB,B00136LX8I,-1,1,4,liked it when i first heard it on the radio years ago and still like as much now. possibly better. okay okay okay okay okay okay okaY,liked it and still like as much now . possibly better . okay okay okay okay okay okay okaY,4.000000
ACWJHSBL5V7G1,B00122CCVU,-1,1,5,NOT the original (Van Morrison and Them recorded it) but a hit nonetheless for this group and the only version I was familiar with until I heard Van doing it.,NOT the original ( Van Morrison,5.000000
A2OM4VC2GYCIXW,B00IKS2BHY,-1,1,4,"Misty Morning sounded like a festive song. The flute and guitar makes Si Bheag, Si Mhor like a song made for the ending credits of a movie. Part of The Priest's Leap / The Priest And His Boots / The Priest With The Collar sounds like it should be on a videogame, but the other part sounds like something that should be played at a party. The Girl From Donegal sounds like it should be played at a funeral. Apples In Winter / The Monaghan Jig (Medley) also sounds like an ending credits song. Margaret Brown's Favorite / The Muckin' O'Geordies Byre / Lango Lee (Medley) sounds to me it would fit an RPG game. Nearly a minute and a half of Beyond The Ruins sounded like Linkin Park. The latter part sounded like opening theme song. Water Horses / At The Cliffs Of Moher (Medley) seems to have acoustics to it, while the other part sounds like something that would play during a cross-examination. Myst On The Glen might have sounded like a boss fight, but part of it made me sleepy. Celtic Garden deserves to be in a sad part of a movie. Inisheer sounds someone going through a sad/bad time. Song Of The Silkie sounds like it should be on a dancing rhythm game. Orchestral Set #2: Derry Air (Danny Boy) / Slainte Na nGhaodhal sounded like a happy ending. Give Me Your Hand also sounded like a happy ending song. My Wild Irish Rose sounded like party song.","Misty Morning sounded like a festive song . and guitar makes Si Bheag , Si Mhor like a song made for the ending credits of a movie . And His Boots / The Priest With The Collar sounds like it should be on a videogame , but the other part sounds like something that should be played at a party . The Girl From Donegal sounds like it should be played at a funeral . The Monaghan Jig ( Medley ) also sounds like an ending credits song . Margaret Brown 's Favorite / The Muckin ' O'Geordies Byre / Lango Lee ( Medley ) sounds to me it would fit an RPG game . and a half of Beyond The Ruins sounded like Linkin Park . The latter part sounded like opening theme song . At The Cliffs Of Moher ( Medley ) seems to have acoustics to it , while the other part sounds like something that would play during a cross - examination . Myst On The Glen might have sounded like a boss fight , Celtic Garden deserves to be in a sad part of a movie . Inisheer sounds someone going through a sad / bad time . Song Of The Silkie sounds like it should be on a dancing rhythm game . Orchestral Set # 2 : Derry Air ( Danny Boy ) / Slainte Na nGhaodhal sounded like a happy ending . Give Me Your Hand also sounded like a happy ending song . My Wild Irish Rose sounded like party song .",4.000000
AJNQTSR3IMW8Z,B00U21G2H2,1,-1,2,Snoop and Pharrael give a decent melodic mix however snoop needs to hang it up I didn't really enjoy this funk based album,and Pharrael give a decent melodic mix however snoop needs to hang it up I did not really enjoy this funk based album,2.000000
AAA6LBA2CLN88,B00JHEHLYS,1,-1,3,another song that gets old quickly,another song that gets old quickly,4.000000
AAP8SBSG2T8NX,B01G662874,1,-1,2,"To All : do yourself a favor and get the 2 disc UK version ""Bob Dylan and Tom Petty Across the Borderline"" on Amazon UK. I bought it for just under $18.00 USD includes postage. You get 31 songs on 2 discs for a total running time of 161 minutes. A great deal and well worth the few extra bucks compared to the domestic release. Don't know why the format is different, really goofy marketing. C'mon Amazon USA  your sister in the UK beat you on this one.","To All : do yourself a favor and get the 2 disc UK version "" Bob Dylan and Tom Petty Across the Borderline "" on Amazon UK . A great deal and well worth the few extra bucks compared to the domestic release . why the format is different , really goofy marketing . C'm on Amazon USA   your sister in the UK beat you on this one .",2.000000
A2QXG5SV2A2BEU,B00C5CMOGO,1,-1,3,"This Song Is Not Bad, But It Sounds Like a Soft Rock And Is Nice Listening Music. Adding It To My Song Data Base And Hope To Hear More From Kisses.","This Song Is Not Bad , But It Sounds Like a Soft Rock And Is Nice Listening Music . And Hope To Hear More From Kisses .",3.000000
A2HM8TATPHTJDN,B005AJ8A94,-1,1,5,Vintage Kendrick Lamar! For the folks that did not know about him prior to G.O.O.D. kid...you had better do your homework rookies!,that did not know about him prior to G.O.O.D. kid ... you had better do your homework rookies !,5.000000
A1GBTETUNN0HZO,B00137YU6Y,1,-1,3,"got this for a friend, he chose it","got this for a friend, he chose it",3.000000
A1MM2HEY2NTVTS,B000W1U8RM,-1,1,5,"I love Marilyn's version of this song. A dark, dangerous and obsessive personal savior. Beware! Of someone who cares...
Way danceable!","I love Marilyn 's version of this song . A dark , dangerous and obsessive personal savior . Beware ! who cares ...",5.000000
A1303KD3DN2ULA,B00IDXR9UK,-1,1,5,If you don't like this song then I guess it's pretty obvious. You are not the man. I dig this song because I am the man.,If you do not like this song then I guess it is pretty obvious .,5.000000
A11GY1G10WSE8,B00123IBSC,1,-1,2,"For such a ""much anticipated"" return to the recording studio by this legendary superband which dominated the radio in the 70's and 80's, this effort falls short of expectations.  While there are a number of highlight moments on this CD, including an energetic ""90 Degrees and Freezing"", a Motown-inspired, horn driven ""Come to Me Do"" and a catchy and powerful pop gem ""Feel"" (all penned by all-time great songwriter Robert Lamm), the record suffers from an over-abundance of ballads and sorry, over-blown production. I'm not a producer, but I know what sounds good to my ears.
I have nothing against some ballads on a Chicago album, but the ones on this Chicago album, the first recording of all-original material in 15 years, are simply not good, whether from a songwriting or performance standpoint. I won't go down the list, but will cite ""King of Might Have Been"" as an example of bassist Jason Scheff's mostly able tenor painfully straining to hit notes out of his range.
I don't know what producer Jay DeMarcus was thinking in putting this together as a Chicago CD, but the end result is a lot of tracks sounding like his own band, Rascal Flatts. No more to say as this speaks for itself.  As confirmed by the band, DeMarcus was also responsible for choosing the material for the recording, and pushed aside many songs written by the band members in favor of the mostly trite fare that shows up on ""XXX"". Considering that Robert Lamm and Bill Champlin have proven they can still pen solid pop/rock/R&B songs as found on their string of solo recordings, a CD of Chicago-only songs would, undoubtably been more listenable and a more worthy end product than what we hear on ""XXX"".
Finally, DeMarcus uses an army of studio musicians in place of the actual band members, thereby destroying any integrity this album would have had at least as a document of a Chicago band performance.
""Chicago XXX"" ""could have been a contender"" with a different approach to the CD's production.  We'll just have to wait for ""Chicago XXXI"".","For such a "" much anticipated "" return to the recording studio by this legendary superband which dominated the radio in the 70 's which dominated the radio in the 70 's and 80 's , this effort falls short of expectations . While there are a number of highlight moments on this CD , including an energetic "" 90 Degrees and Freezing "" , a Motown - inspired , horn driven "" Come to Me Do "" and a catchy and powerful pop gem "" Feel "" ( all penned by all - time great songwriter Robert Lamm ) , the record suffers from an over - abundance of ballads and sorry , over - blown production . but I know what sounds good to my ears . but the ones on this Chicago album , the first recording of all - original material in 15 years , are simply not good , whether from a songwriting but will cite "" King of Might Have Been "" as an example of bassist Jason Scheff 's mostly able tenor painfully straining to hit notes out of his range . but the end result is a lot of tracks sounding like his own band , Rascal Flatts . No more to say as this speaks for itself . As confirmed by the band , DeMarcus was also responsible for choosing the material for the recording , and pushed aside many songs written by the band members in favor of the mostly trite fare and Bill Champlin have proven they can still pen solid pop / rock / R&B songs as found on their string of solo recordings , a CD of Chicago - only songs would , undoubtably been more listenable and a more worthy end product than what we hear on "" XXX "" . Finally , DeMarcus uses an army of studio musicians in place of the actual band members , thereby destroying any integrity this album would have had at least as a document of a Chicago band performance . "" Chicago XXX "" "" could have been a contender "" with a different approach to the CD 's production .",3.000000
A1IQTY6MQP0WR1,B00GLP4DMO,1,-1,3,ok,ok,4.000000
AVTOTG79YXST1,B001GEMW1O,-1,1,5,Okay,Okay,5.000000
A1CBWOUGO0DZ47,B00136JP6A,1,-1,3,excellent!,excellent !,4.000000
A3TIMMYVZM11Q4,B00136Q068,1,-1,3,bought this for a friends daughter's funeral!  Not a big fan of Billy Joel but bought this for my friend.,bought this for a friends daughter 's funeral ! Not a big fan of Billy Joel but bought this for my friend .,3.000000
A1HKF5BZKKDN4X,B0058U20Y6,1,-1,3,Good song,Good song,4.000000
A36I012JJTZUZ,B0017F5TM6,-1,1,5,This is a Live Recording. Keith Green was a Man driven to be like Jesus - sadly I thought that was a awful burden to carry but a Godly desire! I met him twice and the 1st time he wanted to speak with me at CSUN. His speaking there before and after I spoke personally with him changed my direction. He'd had asked during his solo performance no Pictures and I just wanted to tell him I was sorry about taking a picture and offered the film to him. He declined but the only picture that did NOT develop was the one of him,Keith Green was a Man driven to be like Jesus - sadly I thought that was a awful burden to carry but a Godly desire ! He would had asked during his solo performance no Pictures and I just wanted to tell him I was sorry about taking a picture,5.000000
A1JLFNLQ1XE1MH,B00C6MPOWO,-1,1,4,It was a free download - but now it is no longer playing - I don't recall how it sounded - but it must have been pretty good if I downloaded it!,It was a free download - but now it is no longer playing - I do not recall how it sounded - but it must have been pretty good if I downloaded it !,4.000000
A7DUOCS1MCOLL,B000W1W7JY,-1,1,5,"Very good song.  The title is often confused because of the line ""now your messing with..."" causing the listener to thing that's the title.","Very good song . The title is often confused because of the line "" now your messing with ... "" causing the listener to thing",5.000000
A3DZCNEU21MB6L,B001BHWEAA,1,-1,3,"I was surprised to hear some traditional and some especially religious (Christian) songs on an S&M album. I learned a couple of things about this duo who scraped together different styles as they were developing their own harmonic sounds. This record is pretty much an acoustic fare with their voices and guitars and their original works like Sparrow and The Sound of Silence and He Was My Brother stand head and shoulders above their covering of others songs (yes, even above Bob Dylans The Times They Are A-Changin). The mix is like a stew that gives you different flavors and textures in each bite, and doesnt taste like it really goes together, but every so often you get a particular savory taste that hits some of the right notes and you realize that you're willing to try more. The CD comes with liner notes written by Garfunkel about Simons songs. I enjoy these little peaks behind the curtains.","I was surprised to hear some traditional who scraped together different styles as they were developing their own harmonic sounds . This record is pretty much an acoustic fare with their voices and their original works like Sparrow and shoulders above their covering of others songs ( yes , even above Bob Dylans The Times They Are A - Changin ) . The mix is like a stew and does not taste like it really goes together , that hits some of the right notes that you are willing to try more . I enjoy these little peaks behind the curtains .",3.000000
A9YM3A4OHJGQ1,B002IEW504,1,-1,1,I just didn't care for this arrangement.  I'm sure many other people will like it very much. It's been deleted from my music.,I just did not care for this arrangement . I am sure many other people will like it very much .,3.000000
A9SS08LPHP2GN,B000W1MDPW,-1,1,5,When i first heard this I ws facing a deadly disease. the message was one that I wanted my family to remember.,When i first heard this I ws facing a deadly disease .,5.000000
A3W4D8XOGLWUN5,B009EANFQ8,1,-1,3,"When it has came down to The Script, when I first heard the guys from Ireland, I was very skeptical about what I wanted to hear with their music. I have definitely loved their first song Breakeven when it came out 3 years ago. But sadly, their later songs haven't been able to thrive in regards to voice and spirit. That is the case with their latest song Hall Of Fame, the lead single from their third album, #3. The song is alright, but not absolutely anything out of the ordinary from what I have heard from The Script, and from other artists before. I definitely am appealed to The Script, because they have made better music than a lot of other acts out there right now. I just hope there is better music from them down the road soon.

Song: C","when I first heard the guys from Ireland , I was very skeptical about what I wanted to hear with their music . I have definitely loved their first song Breakeven But sadly , their later songs have not been able to thrive in regards to voice and spirit . That is the case with their latest song Hall Of Fame , the lead single from their third album , # 3 . The song is alright , I definitely am appealed to The Script , because they have made better music than a lot of other acts out there right now . I just hope there is better music from them down the road soon .",4.000000
A33R1ND1P7S66I,B00KR5SVZE,-1,1,5,Sounds like they have been playing with fuel and goo goo dolls,Sounds like they have been playing with fuel,5.000000
A1U4GOVZWL8ZTL,B0012EJGRG,-1,1,5,Although those who chose to acquire chemical enlightenment tried to make this a drug song it really is a children's song.,who chose to acquire chemical enlightenment tried to make this a drug song it really is a children 's song .,5.000000
A0081575F2F9XQSSIYA3,B016KV7OC4,1,-1,3,The John Carpenter tracks are pretty good nothing we haven't heard if you have seen at least the first Halloween.,The John Carpenter tracks are pretty good nothing we have not heard if you have seen at least the first Halloween .,3.000000
A1GP2W5KX1QQF,B00IKS2BHY,-1,1,5,was free,was free,5.000000
A1A63EDKHNUFAO,B0055DNI2O,1,-1,3,"RHYMES with european club songs and got a little rap in it. I didn't buy the entire album, but this song is Not bad!!!!",but this song is Not bad ! ! ! !,3.000000
A2CER9YFJTJ0Z6,B00I8HVBUK,-1,1,4,IT'S  OKAY  BUT WHY THEY DIDN'T  PUT IT ON THE CD.,IT IS   OKAY,4.000000
A2HXYN2R7W1UQW,B000X1HU68,1,-1,3,"Anvil, THIS IS THIRTEEN, CD.  CD has 14 tracks (""Thumb Hang"" is a ""bonus track""), and running time is 56:57.

I bought this as a companion to the documentary/film, THE STORY OF ANVIL, as a kind of soundtrack to that picture.  For the most part, this album puts across themes about the record business, ethics, commercial betrayal or disappointment, being passed by, and social commentary, though Anvil's lyrical style reminds me of undeveloped teenage (mentally about 15?) boys' attitudes, this coming from guys in their 50s.

Guitar work is very decent, as is Robb's drumming.  Overall sound in ""heavy"" in the bass and drums, which is a plus here complimenting the themes in the songs.  Anvil's a serviceable bar band chugging out original songs in much the same style they were doing in the late '80s.","CD has 14 tracks ( "" Thumb Hang "" is a "" bonus track "" ) , I bought this as a companion to the documentary / film , THE STORY OF ANVIL , as a kind of soundtrack to For the most part , this album puts across themes about the record business , ethics , commercial betrayal or disappointment , being passed by , and social commentary , though Anvil 's lyrical style reminds me of undeveloped teenage ( mentally about 15 ? ) boys ' attitudes , this coming from guys in their 50s . Guitar work is very decent , as is Robb 's drumming . which is a plus here complimenting the themes in the songs . Anvil 's a serviceable bar band chugging out original songs in much the same style they were doing in the late ' 80s .",3.000000
A3RMZPK9F8EV1M,B000W03LA4,-1,1,4,void,void,4.000000
AUDSM2CTLLW1Q,B00122Z5A0,1,-1,1,"When Uncle Kracker decided to go solo after a long association with rap/rocker, Kid Rock, you would have expected some of the same edginess that characterized Rock's music.  Instead, ""Follow Me"" resulted.  This is a piece of soft-rock swill that belongs as a track on one of those laughable ""AM Gold"" albums that used to be sold in informercials late at night, instead of on the top of the pop/rock charts.

However, this sappy love song no doubt appealed to fans who are suckers for this type of music.  In addition, I think there was another group of fans who were wary of another Kid Rock-style singer and embraced Uncle Kracker when they realized exactly how soft his music was.

Really not a fan of this song and I change the radio whenever it comes on.","This is a piece of soft - rock swill that belongs as a track on one of those laughable "" AM Gold "" albums that used to be sold in informercials late at night , instead of on the top of the pop / rock charts . However , this sappy love song no doubt appealed to fans who are suckers for this type of music . In addition , I think there was another group of fans who were wary of another Kid Rock - style singer when they realized exactly how soft his music was . Really not a fan of this song",2.000000
A308B7MDLNVAKW,B00136JQ7I,-1,1,5,He's a very good artist. I'm not a rap star fan but some of them are not that bad. I rate this one five stars. It will add to my collection.,He is a very good artist . I am not a rap star fan that bad .,5.000000
A2QI1VSPWS2SC4,B00A3OT5T0,1,-1,3,"I just want one song, Back in Time, but ended up having to buy a whole cd","I just want one song , Back in Time ,",4.000000
A1CSDYINERDFGB,B009MKFYQE,-1,1,5,Hey not my favorite but the grandkids like it so I keep an assortment of children's music to hopefully quieten them down. Sometimes grandpa just needs a break,Hey not my favorite but the grandkids like it so I keep an assortment of children 's music to hopefully quieten them down . Sometimes grandpa just needs a break,4.000000
A2BKQRXWCKY7OG,B000WT5CAW,-1,1,5,I'm not quite sure what I am supposed to say. I downloaded the song and it is what it is.,I am not quite sure what I am supposed to say .,5.000000
A26N27LJVQNVI1,9714721180,-1,1,4,"These single disc remasters were done on the cheap end. They didn't even bother to paint the disc. The only thing telling you this is remastered is a little snippet in the booklet, which is basically just the cover, back, and a page with lyrics. It's all fairly pedestrian. I literally sent the first disc back because I thought it was the 80s disc. I cannot believe they went so cheap on these. It is literally almost impossible to tell this is a remastered disc.

The three disc Master of Puppets release is by far the best one for the affordable versions. The remaster here has some slight tweaking, but otherwise sounds nearly the same as the old disc. Dynamic range is still very good for metal. If you want to revisit these classics, these cheap editions are the way to do it. I just wish they had given the buyer any clue how to differentiate these besides the small snippet in the cheap booklet. Bare minimum quality digipack, but it is low cost I guess. I just expected some kind of decent booklet with this remaster.","These single disc remasters were done on the cheap end . They did not even bother to paint the disc . It is all fairly pedestrian . I can not believe they went so cheap on these . It is literally almost impossible to tell this is a remastered disc . The three disc Master of Puppets release is by far the best one for the affordable versions . Dynamic range is still very good for metal . If you want to revisit these classics , these cheap editions are the way to do it . I just wish they had given the buyer any clue how to differentiate these besides the small snippet in the cheap booklet . but it is low cost I guess . I just expected some kind of decent booklet with this remaster .",4.000000
A9Q28YTLYREO7,B000V63CRG,1,-1,3,He has some trip out Jams&just like the titles you gonna trip out on it from start to finish.i have had some of his hits for a few years&if you can get into his Grooves&vibe you gonna dig it.,Jams&just like the titles you going to trip out on it from start to finish.i have had some of his hits for a few years&if you can get into his Grooves&vibe you going to dig it .,4.000000
A1JSD1LWHDCMBD,B001Q1ODZU,-1,1,4,I enjoyed it when I heard it as an instrumental version and had to get the vocal version.  I tried to get the CD to rip it to MP3 as I had difficulties ripping it from the MP3 itself.,I enjoyed it when I heard it as an instrumental version I tried to get the CD to rip it to MP3 as I had difficulties ripping it from the MP3 itself .,4.000000
A3S0EHEIR52HP1,B00C3ECASG,1,-1,2,"Synth beats, smoking weed, beetches, sampling. I was hoping to find something new and intriguing but I found the same old same old. Not trying to hate, but I was disappointed. Dude can flow, but the message is the same.","Synth beats , smoking weed , beetches , sampling . I was hoping to find something new and intriguing Not trying to hate , but I was disappointed .",2.000000
A3KQDBJ2ISYKHX,B00137TL68,1,-1,3,"Not the original version that is so awesome.  This ""album version"" is not the one I grew up listening to on the radio.  I now share this with my son, as it's so funny.  He can sing it at Karaoke.","Not the original version that is so awesome . I now share this with my son , as it is so funny .",3.000000
A3SPLKSOFHQBF7,B00XKH3A4S,1,-1,3,"A few real good tunes, not as good of a CD as we had hoped !!","A few real good tunes , not as good of a CD as we had hoped ! !",4.000000
AKNT0SBNN5YM8,B0011Z30MS,1,-1,3,This song was a giant hit in my generation. love it.,love it .,4.000000
A3OLZXHFGUAMWW,B000W0TIRE,1,-1,3,"we all knew foxy would diss rap's favorite queen b, and lash out at natina reed, thought she was a player honey get over kurupt, still this cd is worth a listen.if you love foxy ,then this is 4 you.","we all knew foxy would diss rap 's favorite queen b , and lash out at natina reed , thought she was a player honey get over kurupt , still this cd is worth a listen.if you love foxy , then this is 4 you .",3.000000
A2QLNIFOW90LOT,B0035RZU28,-1,1,5,"Toby is the real deal.  Lady gaga, gag on yourself.

Toby , rock on!","Lady gaga , gag on yourself .",5.000000
A2PCZOX3D0EFP8,B009FRDF2Y,1,-1,3,"Usually I can sample my fav artists new albums and be sold but the samples provided here did nothing for me so I am led to youtube to fully listen to a few songs. I love Alison Sudol, I still listen, faithfully to One Cell IN The Sea. . .I mean literally guys it's a fav album so I do don't doubt this isn't as good but I do need to listen more then I will put up what I really think about it.","Usually I can sample my fav artists new albums but the samples provided here did nothing for me so I am led to youtube to fully listen to a few songs . I love Alison Sudol , I still listen , faithfully to One Cell IN The Sea . . .I mean literally guys it is a fav album so I do do not doubt this is not as good",3.000000
AARHFHP17QFNG,B00HFWYA3E,1,-1,3,I cannot say that this is my favorite song on the cd but it is catchy so I decided to buy it.,that this is my favorite song on the cd but it is catchy,4.000000
A2JOTTF0HLND3J,B002BPH1F4,-1,1,5,"This is a song, I listened to it, and it played, I don't rate music, it is a matter of taste.","and it played , I do not rate music , it is a matter of taste .",5.000000
A328S9RN3U5M68,B0049SEVDQ,1,-1,3,"As one who has not heard the voice of Susan Boyle before, it may be unfair to judge a talent on the basis of one recording.  However, in looking for the seasonal recordings to recommend, this one, THE GIFT, certainly has to be considered because of the overwhelming popularity of Miss Boyle and the consistently high sales of her recordings.  The voice is pleasant and communicative and honest and that is refreshing.  The few songs that are offered here do not a full album make, but Boyle does give a lovely rendition of the light popular voice offering Christmas wishes. She is not to be compared with classical singers because that is simply not her category.  And while many music lovers of all kinds of singing voices will and have snapped up the Christmas albums of, say,  Jessye Norman, Kathleen Battle, Kiri Te Kanewa etc etc, that is not to say this little recording is not worth adding to the collection. It is quiet, suffused with choral background and is .... pleasant listening. Grady Harp, November 10","who has not heard the voice of Susan Boyle before , it may be unfair to judge a talent on the basis of one recording . However , in looking for the seasonal recordings to recommend , this one , THE GIFT , certainly has to be considered because of the overwhelming popularity of Miss Boyle and the consistently high sales of her recordings . The voice is pleasant and honest and that is refreshing . that is refreshing . but Boyle does give a lovely rendition of the light popular voice offering Christmas wishes . And while many music lovers of all kinds of singing voices will and have snapped up the Christmas albums of , say ,   Jessye Norman , Kathleen Battle , Kiri Te Kanewa etc etc , that is not to say this little recording is not worth adding to the collection . It is quiet , suffused with choral background and is .... pleasant listening .",4.000000
A1RGVT77MCI95P,B014K4HER8,-1,1,4,"Some really good songs. Don't enjoy when it gets to produced or when the beats become too important. Features aren't impressive, and there are some overdone moments, but there are some super enjoyable songs.","Some really good songs . Do not enjoy or when the beats become too important . when the beats become too important . Features are not impressive , and there are some overdone moments , but there are some super enjoyable songs .",4.000000
A1APE4LWRHQ3BJ,B000VZJS20,1,-1,3,"Love the beat in, but the guy sing sounds like a rapest. It was cooler to hear it in the clubs dancing.","Love the beat in , but the guy sing sounds like a rapest .",4.000000
A326WLRY0P9FBV,B00J401FTM,1,-1,1,"First, he wants women to talk dirty to him. Now he wants them to shake their asses for him. Guess what bud? Women are not objects who exist solely to satisfy your sexual desires. Your girlfriend Jordin should be ashamed of dating someone like you.","First , he wants women to talk dirty to him . Now he wants them to shake their asses for him . who exist solely to satisfy your sexual desires . Your girlfriend Jordin should be ashamed of dating someone like you .",3.000000
A2HMYDL0C91P3N,B000V693II,-1,1,4,okay,okay,4.000000
A209NKYUI17LQG,B0042H8ALI,1,-1,3,good,good,4.000000
A348GYLVPWT8AK,B000SXKWXY,1,-1,3,Maybe its the reality shows with Bret Micheals but you think that after nearly dying this man would wake up and stay with his family and just plain grow up but the song is okay. I like hearing it every now and again so that was why I downloaded it...but him as a human being...definately not a Bret Micheals fan.,that after nearly dying this man would wake up but the song is okay . I like hearing it every now but him as a human being ... definately not a Bret Micheals fan .,4.000000
A2MGZ8EXOM9V31,B000V64P90,-1,1,4,Only plays in Amazon app or on mp3 player; not compatible with Apple products.,Only plays in Amazon app or on mp3 player ; not compatible with Apple products .,4.000000
A7OYOG5HQLAKR,B00OXE3MO0,1,-1,3,a good song,a good song,4.000000
A226UH234YC357,B00136NIPO,-1,1,5,"this is the man who actually wrote it. and I understand in it's full form it is 55 verses.  This is a much smaller cut of 4 or 5 verses, but he makes the others seem tinny somehow.",This is a much smaller cut of 4,5.000000
A3GUZMGGYL5BVE,B0012F6LL4,-1,1,5,"This song is definitive and covers are desperate and redundant. No one covers Todd, not even Todd himself. The remastering is excellent and I love the included studio chatter.","and covers are desperate and redundant . No one covers Todd , not even Todd himself . The remastering is excellent and I love the included studio chatter .",5.000000
A280KHZO2L7GKA,B0051S9912,-1,1,4,Sometimes some songs are not meant to foster world peace. This song has a nice beat and melody...and that says alot coming from someone who wants to bash his head against the wall when he hears alot of the rap songs that comes out nowadays.,Sometimes some songs are not meant to foster world peace . This song has a nice beat who wants to bash his head against the wall,4.000000
A2O57LB3BP3WTS,B009IKYNQU,-1,1,5,"NONPOINT'S first four albums were all great albums, especially DEVELOPMENT and TO THE PAIN. After that, NONPOINT fell under the radar, and released two disappointing albums, VENGEANCE and MIRACLE. They were OK, but didn't have the bite that NONPOINT is usually known for. Their newly-released self-titled album regains that power, and the problems that plagued the previous two albums are very little. You have the radio-friendly vibe of DEVELOPMENT, the agressive nu-metal hooks of STATEMENT and TO THE PAIN, the variety of RECOIL, and the metal-like aspects of VENGEANCE and MIRACLE, all bundled together in a 12-song review of NONPOINT'S musical journey. This record is also somehow heavier than the previous albums, and has much more obtrusive production courtesy of JOHNNY K, who has worked with STAIND, SEVENDUST, and DISTURBED. I would put this self-titled album very close DEVELOPMENT and TO THE PAIN as the band's strongest records.

Rating: 4.5 stars/5 stars","NONPOINT 'S first four albums were all great albums , especially DEVELOPMENT and TO THE PAIN . that , NONPOINT fell under the radar , and released two disappointing albums , VENGEANCE and MIRACLE . They were OK , and the problems You have the radio - friendly vibe of DEVELOPMENT , the agressive nu - metal hooks of STATEMENT and TO THE PAIN , the variety of RECOIL , and the metal - like aspects of VENGEANCE and MIRACLE , all bundled together in a 12 - song review of NONPOINT 'S musical journey . and has much more obtrusive production courtesy of JOHNNY K , who has worked with STAIND , SEVENDUST , and DISTURBED . and TO THE PAIN as the band 's strongest records .",5.000000
A3PP0CCM2RP8TW,B00LWC6P1S,-1,1,4,"I wanna say I don't like this song, but it slowly grew on me...Jessie J sounds great in this song!","I want to say I do not like this song , but it slowly grew on me ... Jessie J sounds great in this song !",4.000000
AMP7TQRWAIE84,B002FY1FK8,-1,1,4,"Mariah Carey thought at first that she wanted to come back with a ballad but she really felt the energy and the heart of this song and thought it was nothing like she's ever released.

So she went with ""Obsessed"" her first single off of the then anticipated follow up to ""E=MC2"", ""Memoirs Of An Imperfect Angel"".

It's an upbeat song about dissing someone who dissed her husband, her relationship and is ""obsessed"" with her for some odd reason.

""See right through you like you're bathing in windex"" is one of the many insults she puts inside the song.

At first I wasn't sure about the song and didn't think much of it but it grew on me almost immensely and now I really do like it.

And thank goodness it wasn't played out nearly as much as a Beyonce song or a Lil' Wayne song!

Written by Mariah Carey, The-Dream and Christopher ""Tricky"" Stewart.

4 stars.","but she really felt the energy and thought it was nothing like she is ever released . So she went with "" Obsessed "" her first single off of the then anticipated follow up to "" E = MC2 "" , "" Memoirs Of An Imperfect Angel "" . It is an upbeat song about dissing someone who dissed her husband , her relationship and is "" obsessed "" with her for some odd reason . "" See right through you like you are bathing in windex "" is one of the many insults she puts inside the song . At first I was not sure about the song and now I really do like it . And thank goodness it was not played out nearly as much as a Beyonce song Written by Mariah Carey , The - Dream and Christopher "" Tricky "" Stewart .",3.000000
A2FEM4D5NB6OYJ,B002HP8EKE,1,-1,1,"What a great artist. Great voice, great music, great all around. I love this artist and I the success continues.","What a great artist . Great voice , great music , great all around . I love this artist and I the success continues .",2.000000
A3EZOBDMR7DHL6,B00MS42PYA,-1,1,5,song,song,5.000000
A2NC714R2PYQAZ,B00171962Y,1,-1,3,Thank you,Thank you,4.000000
